client_id,page_url,referrer,timestamp,event_name,event_data,user_agent,clientId,client_id_canonical,quarantine_reason
1740235155-Iyyo-PYeYrfN,https://checkout.puffy.com/checkouts/do/5218165927c0384b992911a6d1f255e8/thank-you,,2025-02-25T13:28:11.878Z,checkout_completed,"{""transaction_id"":""ORD-20250225-246"",""revenue"":0,""items"":[{""item_id"":null,""item_name"":null,""item_variant"":null,""quantity"":null,""item_price"":null}],""user_email"":""dbdbac25dc7d40262eaee042571e1f0b0e6ddb066cb6bc6f81be8defe8c135a7""}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",,1740235155-Iyyo-PYeYrfN,invalid_purchase_fields_or_revenue
