clientId,page_url,referrer,timestamp,event_name,event_data,user_agent,client_id,client_id_canonical,quarantine_reason
1738964752-g2l-ElXufGyB,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLXdlc3QxOjAxSk42WE5LNFk5OEtOWEFCRVZQM0dYTVBX/thank-you,https://puffy.com/,2025-02-28T19:00:44.532Z,checkout_completed,"{""transaction_id"":""ORD-20250228-318"",""revenue"":0,""items"":[{""item_id"":null,""item_name"":null,""item_variant"":null,""quantity"":null,""item_price"":null}],""user_email"":""f6c3745ecc50069bb407a9a5fa74318c384ca28d57272834baaf082107194716""}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1738964752-g2l-ElXufGyB,invalid_purchase_fields_or_revenue
